snapshot_date,isbn13,store_id,predicted_demand,confidence_low,confidence_high,model_version,synced_at
2026-05-12,9788925588735,12,9.41,5.6,10.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141602376,1,24.34,16.1,29.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141602376,4,1.88,1.4,2.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141602376,5,35.38,21.0,39.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141602376,6,6.68,5.6,10.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141602376,7,21.99,18.9,35.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141602376,8,1.2,0.7,1.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141602376,9,19.25,14.0,26.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141602376,10,10.1,7.7,14.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141602376,11,21.78,18.2,33.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141602376,12,9.79,7.7,14.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791194530701,1,1.91,1.4,2.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791194530701,2,8.09,7.0,13.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791194530701,5,8.79,6.3,11.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791194530701,6,16.32,11.9,22.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791194530701,7,18.4,14.0,26.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791194530701,8,17.13,12.6,23.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791194530701,9,22.14,14.7,27.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791194530701,10,27.2,18.9,35.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791194530701,11,9.03,6.3,11.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791194530701,12,14.07,11.9,22.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788998441012,1,1.16,0.7,1.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788998441012,2,7.7,5.6,10.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788998441012,3,3.24,2.8,5.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788998441012,4,2.34,1.4,2.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788998441012,5,16.79,10.5,19.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788998441012,6,1.1,0.7,1.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788998441012,8,14.92,10.5,19.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788998441012,9,28.62,17.5,32.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788998441012,10,20.84,14.7,27.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788998441012,11,22.1,13.3,24.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788998441012,12,17.58,14.0,26.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788960909878,1,7.88,4.9,9.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788960909878,2,24.44,21.0,39.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788960909878,3,14.3,11.9,22.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788960909878,4,34.62,21.0,39.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788960909878,5,12.64,10.5,19.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788960909878,6,25.38,16.1,29.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788960909878,7,22.16,18.9,35.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788960909878,8,1.82,1.4,2.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788960909878,10,0.87,0.7,1.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788960909878,11,2.72,2.1,3.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788960909878,12,8.34,7.0,13.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141603250,2,24.51,18.2,33.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141603250,3,29.03,19.6,36.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141603250,4,13.68,10.5,19.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141603250,5,7.15,5.6,10.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141603250,6,22.17,15.4,28.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141603250,7,22.57,15.4,28.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141603250,8,16.72,9.8,18.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141603250,9,28.11,21.0,39.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141603250,10,5.35,4.2,7.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141603250,11,3.97,2.8,5.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141603250,12,17.83,15.4,28.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141616144,1,7.64,4.9,9.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141616144,2,10.77,8.4,15.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141616144,3,1.15,0.7,1.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141616144,4,20.55,17.5,32.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141616144,5,21.56,14.0,26.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141616144,6,19.64,13.3,24.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141616144,8,13.66,9.1,16.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141616144,9,10.63,8.4,15.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141616144,10,14.13,9.1,16.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141616144,11,25.09,16.8,31.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791141616144,12,23.78,14.7,27.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175772939,1,6.73,5.6,10.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175772939,3,13.3,10.5,19.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175772939,4,21.8,13.3,24.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175772939,5,24.28,17.5,32.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175772939,6,25.86,21.0,39.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175772939,7,16.97,11.9,22.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175772939,8,20.66,16.8,31.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175772939,9,26.35,21.0,39.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175772939,10,26.99,16.8,31.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175772939,11,25.37,18.9,35.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175772939,12,16.16,11.9,22.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791199305304,1,13.07,7.7,14.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791199305304,2,9.07,5.6,10.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791199305304,3,5.73,3.5,6.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791199305304,4,24.75,15.4,28.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791199305304,5,17.66,12.6,23.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791199305304,6,2.71,2.1,3.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791199305304,7,3.59,2.1,3.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791199305304,8,7.28,5.6,10.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791199305304,9,7.81,4.9,9.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791199305304,10,32.08,20.3,37.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791199305304,11,31.31,21.0,39.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791199305304,12,17.62,10.5,19.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788937460586,1,11.23,9.8,18.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788937460586,2,12.28,8.4,15.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788937460586,3,3.96,2.8,5.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788937460586,4,9.04,5.6,10.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788937460586,5,15.65,10.5,19.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788937460586,6,4.61,2.8,5.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788937460586,7,3.82,2.8,5.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788937460586,8,8.91,7.7,14.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788937460586,9,25.87,16.1,29.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788937460586,10,18.81,12.6,23.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788937460586,11,34.52,21.0,39.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788937460586,12,22.63,17.5,32.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791199219571,1,9.6,7.0,13.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791199219571,2,28.0,18.9,35.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791199219571,3,23.88,16.1,29.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791199219571,4,0.84,0.7,1.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791199219571,5,10.65,7.0,13.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791199219571,6,22.23,14.7,27.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791199219571,7,11.93,8.4,15.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791199219571,8,32.19,19.6,36.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791199219571,9,21.74,14.0,26.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791199219571,10,9.58,6.3,11.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791199219571,11,17.25,11.2,20.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791199219571,12,4.36,2.8,5.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175780170,1,12.47,9.1,16.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175780170,2,24.8,16.8,31.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175780170,3,4.72,3.5,6.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175780170,4,5.21,3.5,6.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175780170,5,29.66,19.6,36.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175780170,6,8.9,7.7,14.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175780170,7,26.08,21.0,39.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175780170,8,1.61,1.4,2.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175780170,9,18.31,15.4,28.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175780170,10,29.32,18.2,33.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175780170,11,24.38,15.4,28.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175780170,12,1.67,1.4,2.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791168343764,1,10.67,7.7,14.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791168343764,2,11.59,9.8,18.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791168343764,3,18.69,13.3,24.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791168343764,4,16.26,12.6,23.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791168343764,5,10.68,6.3,11.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791168343764,6,25.19,16.8,31.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791168343764,7,14.16,11.9,22.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791168343764,8,3.43,2.1,3.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791168343764,9,0.82,0.7,1.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791168343764,10,24.54,16.8,31.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791168343764,11,5.31,3.5,6.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791168343764,12,7.09,4.9,9.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788937473401,1,10.66,7.0,13.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788937473401,2,14.73,9.1,16.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788937473401,3,16.41,14.0,26.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788937473401,4,23.64,15.4,28.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788937473401,5,33.79,20.3,37.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788937473401,6,27.66,18.9,35.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788937473401,7,12.89,9.1,16.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788937473401,8,7.49,4.9,9.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788937473401,9,5.81,4.9,9.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788937473401,10,9.6,6.3,11.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788937473401,11,14.45,11.9,22.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788937473401,12,25.42,15.4,28.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788925588711,1,17.69,10.5,19.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788925588711,2,8.41,5.6,10.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788925588711,3,15.99,9.8,18.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788925588711,4,14.25,8.4,15.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788925588711,5,23.22,16.8,31.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788925588711,6,17.11,14.0,26.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788925588711,7,3.33,2.1,3.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788925588711,8,17.32,11.9,22.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788925588711,9,24.82,20.3,37.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788925588711,10,12.39,9.8,18.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788925588711,11,3.03,2.1,3.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788925588711,12,14.67,9.1,16.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788925588650,1,3.97,2.8,5.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788925588650,2,3.17,2.1,3.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788925588650,3,24.99,14.7,27.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788925588650,4,9.05,5.6,10.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788925588650,5,4.38,3.5,6.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788925588650,6,9.95,6.3,11.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788925588650,7,24.18,16.1,29.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788925588650,8,17.91,14.0,26.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788925588650,9,14.89,11.9,22.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788925588650,10,31.51,21.0,39.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788925588650,11,15.7,13.3,24.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788925588650,12,27.58,19.6,36.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791167376442,1,7.25,6.3,11.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791167376442,2,6.87,5.6,10.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791167376442,3,26.81,18.2,33.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791167376442,4,3.26,2.1,3.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791167376442,5,21.39,16.8,31.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791167376442,6,7.15,4.2,7.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791167376442,7,5.58,3.5,6.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791167376442,8,15.47,12.6,23.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791167376442,9,30.57,20.3,37.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791167376442,10,14.59,9.1,16.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791167376442,11,25.22,21.0,39.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791167376442,12,15.02,9.1,16.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788936434120,1,7.88,5.6,10.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788936434120,2,9.38,6.3,11.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788936434120,3,20.54,14.0,26.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788936434120,4,32.03,19.6,36.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788936434120,5,26.24,21.0,39.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788936434120,6,6.98,4.2,7.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788936434120,7,15.47,9.8,18.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788936434120,8,8.28,6.3,11.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788936434120,9,15.49,11.9,22.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788936434120,10,8.96,5.6,10.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788936434120,11,25.25,16.8,31.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788936434120,12,27.03,17.5,32.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175910683,1,17.53,12.6,23.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175910683,2,4.6,2.8,5.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175910683,3,24.55,20.3,37.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175910683,4,11.13,7.0,13.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175910683,5,7.11,5.6,10.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175910683,6,12.64,9.8,18.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175910683,7,21.66,14.0,26.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175910683,8,0.93,0.7,1.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175910683,9,15.86,11.2,20.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175910683,10,25.21,18.9,35.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175910683,11,21.6,16.1,29.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791175910683,12,23.41,15.4,28.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791124038338,1,18.91,16.1,29.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791124038338,2,24.44,14.7,27.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791124038338,3,26.58,16.1,29.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791124038338,4,24.81,17.5,32.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791124038338,5,18.75,11.2,20.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791124038338,6,1.74,1.4,2.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791124038338,7,12.37,8.4,15.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791124038338,8,19.8,16.1,29.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791124038338,9,25.11,16.1,29.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791124038338,10,15.36,9.1,16.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791124038338,11,13.01,10.5,19.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791124038338,12,12.2,9.8,18.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788954646079,1,28.48,16.8,31.2,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788954646079,2,14.17,9.1,16.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788954646079,3,6.01,4.9,9.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788954646079,4,11.04,7.7,14.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788954646079,5,3.04,2.1,3.9,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788954646079,6,0.87,0.7,1.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788954646079,7,10.32,7.7,14.3,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788954646079,8,20.72,14.0,26.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788954646079,9,15.8,11.2,20.8,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788954646079,10,8.71,5.6,10.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788954646079,11,33.56,21.0,39.0,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9788954646079,12,7.28,4.9,9.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791167764126,1,14.29,8.4,15.6,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791167764126,2,28.88,19.6,36.4,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791167764126,3,23.46,17.5,32.5,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791167764126,4,22.51,13.3,24.7,automl-v1.0.0,2026-05-12T18:00:00+09:00
2026-05-12,9791167764126,5,23.18,18.9,35.1,automl-v1.0.0,2026-05-12T18:00:00+09:00
